episode,timestep,reward
2025,394200,218.0543
2027,394800,211.3334
2029,395400,221.5388
2031,396000,210.3025
2033,396600,218.7404
2035,397200,212.9755
2038,397800,164.5369
2040,398400,160.406
2042,399000,211.6862
2044,399600,224.6026
2046,400200,212.9844
2048,400800,220.2063
2050,401400,222.4222
2052,402000,217.5194
2054,402600,222.9205
2057,403200,164.0282
2060,403800,147.443
2062,404400,219.203
2064,405000,217.9435
2066,405600,222.2194
2068,406200,218.7052
2070,406800,222.3969
2072,407400,220.2741
2074,408000,210.9837
2076,408600,220.2492
2078,409200,225.5214
2080,409800,214.7469
2082,410400,215.1469
2084,411000,222.3052
2086,411600,205.2718
2088,412200,220.3209
2090,412800,195.9298
2092,413400,215.2313
2094,414000,198.9352
2096,414600,217.0412
2098,415200,214.9349
2101,415800,158.1721
2103,416400,123.6764
2105,417000,226.7905
2107,417600,217.1022
2109,418200,201.2789
2112,418800,174.6004
2114,419400,206.2729
2116,420000,221.9249
2118,420600,217.8522
2120,421200,218.7807
2122,421800,220.8803
2124,422400,212.9882
2126,423000,228.757
2129,423600,155.9996
2131,424200,222.8761
2133,424800,214.0518
2135,425400,224.9266
2137,426000,214.3716
2139,426600,200.4424
2141,427200,225.8619
2143,427800,132.8221
2146,428400,140.0027
2148,429000,219.9111
2150,429600,204.7018
2152,430200,202.3842
2154,430800,222.6969
2156,431400,231.8392
2158,432000,213.4172
2160,432600,222.7039
2163,433200,170.4904
2165,433800,216.1942
2167,434400,209.0289
2169,435000,205.1434
2171,435600,192.2296
2173,436200,223.1709
2175,436800,173.9067
2177,437400,204.5022
2179,438000,215.7128
2181,438600,213.5238
2183,439200,196.603
2185,439800,192.287
2187,440400,220.0708
2189,441000,224.1956
2191,441600,222.2576
2193,442200,218.618
2195,442800,221.9782
2197,443400,216.643
2199,444000,214.1792
2201,444600,213.0046
2203,445200,141.6116
2205,445800,220.9024
2207,446400,209.2118
2209,447000,212.4317
2211,447600,214.0384
2213,448200,215.9257
2215,448800,213.484
2217,449400,212.7359
2219,450000,207.2177
2221,450600,216.7052
2223,451200,212.9837
2225,451800,217.5991
2227,452400,228.6053
2229,453000,213.1299
2232,453600,169.1003
2234,454200,219.165
2236,454800,212.837
2238,455400,216.8971
2240,456000,217.8396
2242,456600,224.6524
2244,457200,212.416
2246,457800,215.9842
2248,458400,219.6889
2250,459000,217.3252
2252,459600,217.8373
2254,460200,212.6143
2256,460800,213.4772
2258,461400,224.1214
2260,462000,221.5155
2262,462600,228.184
2264,463200,222.3402
2266,463800,200.572
2268,464400,214.3417
2270,465000,199.0139
2272,465600,222.1225
2274,466200,117.9704
2276,466800,207.4089
2278,467400,217.5483
2280,468000,215.1965
2282,468600,215.2901
2284,469200,197.5912
2286,469800,195.6266
2288,470400,219.5221
2290,471000,221.4143
2292,471600,224.6129
2294,472200,218.5385
2296,472800,231.2316
2298,473400,232.9723
2300,474000,214.3341
2302,474600,226.9126
2304,475200,217.1402
2306,475800,219.5856
2308,476400,211.5574
2310,477000,221.2301
2312,477600,210.7363
2314,478200,190.4797
2316,478800,213.5438
2318,479400,200.6912
2320,480000,202.4827
2322,480600,222.9424
2324,481200,221.0038
2326,481800,229.0436
2328,482400,224.0921
2330,483000,228.0466
2332,483600,222.2476
2334,484200,209.6347
2336,484800,225.0726
2338,485400,215.4111
2340,486000,216.6264
2342,486600,228.1536
2344,487200,215.3449
2346,487800,226.1359
2348,488400,223.6566
2350,489000,213.0186
2352,489600,221.1341
2356,490200,125.4388
2358,490800,229.8098
2360,491400,227.5384
2362,492000,206.3114
2364,492600,226.9921
2366,493200,232.0288
2368,493800,223.0922
2370,494400,201.7781
2373,495000,147.8855
2376,495600,114.4284
2378,496200,205.1609
2380,496800,221.809
2382,497400,223.9854
2384,498000,216.3541
2386,498600,194.7197
2388,499200,220.1182
2390,499800,217.0703
2392,500400,219.9621
2394,501000,233.4067
2396,501600,240.8714
2398,502200,222.1265
2400,502800,226.6333
2402,503400,223.6088
2404,504000,228.7235
2406,504600,125.7879
2408,505200,230.5769
2410,505800,234.4008
2412,506400,234.0638
2414,507000,223.2348
2416,507600,217.6364
2418,508200,221.7585
2420,508800,217.0129
2422,509400,222.744
2424,510000,237.628
2426,510600,231.0924
2428,511200,230.6362
2430,511800,226.8002
2432,512400,227.5034
2434,513000,215.9926
2436,513600,233.508
2439,514200,159.7677
2441,514800,228.8133
2443,515400,236.4142
2445,516000,228.8438
2448,516600,187.923
2450,517200,221.5607
2452,517800,233.6131
2454,518400,221.6161
2456,519000,230.864
2458,519600,220.3807
2460,520200,228.1941
2462,520800,239.3704
2464,521400,232.6699
2466,522000,219.205
2468,522600,223.9674
2470,523200,228.7942
2472,523800,223.0961
2474,524400,223.2065
2476,525000,232.6207
2478,525600,218.0517
2480,526200,221.4266
2482,526800,221.7593
2484,527400,226.459
2486,528000,225.9421
2488,528600,158.9691
2490,529200,200.2655
2492,529800,234.3443
2494,530400,223.0495
2496,531000,219.4315
2498,531600,220.0322
2500,532200,193.1912
2502,532800,234.3061
2505,533400,195.6231
2507,534000,220.7455
2509,534600,213.6033
2511,535200,222.1866
2513,535800,218.6274
2515,536400,225.1277
2517,537000,123.8633
2520,537600,210.8339
2522,538200,222.3411
2524,538800,216.029
2526,539400,133.0932
2528,540000,210.4829
2530,540600,210.9688
2532,541200,220.511
2534,541800,225.0578
2536,542400,222.7033
2538,543000,223.2635
2540,543600,220.2177
2542,544200,221.4895
2544,544800,232.5709
2546,545400,211.0279
2548,546000,221.5882
2550,546600,214.4217
2552,547200,223.153
2554,547800,215.6464
2556,548400,236.4463
2558,549000,221.6163
2560,549600,221.1064
2562,550200,221.9373
2564,550800,220.6682
2566,551400,227.3653
2568,552000,219.6252
2570,552600,225.7485
2572,553200,235.6672
2574,553800,223.6197
2576,554400,223.4819
2578,555000,204.8524
2580,555600,218.7949
2582,556200,216.7377
2584,556800,200.8573
2586,557400,208.8846
2588,558000,213.587
2591,558600,156.1176
2593,559200,215.3503
2595,559800,220.7959
2597,560400,227.985
2599,561000,214.8239
2601,561600,219.619
2603,562200,212.8119
2605,562800,234.5852
2607,563400,229.8267
2609,564000,230.8743
2611,564600,227.4838
2613,565200,220.411
2615,565800,223.3771
2617,566400,227.9309
2619,567000,236.2519
2621,567600,223.6717
2623,568200,229.3713
2625,568800,219.3899
2627,569400,225.1912
2629,570000,225.7322
2631,570600,229.9575
2633,571200,230.6031
2635,571800,221.8749
2637,572400,222.1049
2639,573000,231.5439
2641,573600,202.0006
2643,574200,211.2008
2645,574800,219.2697
2647,575400,213.5763
2649,576000,220.9932
2651,576600,232.2295
2653,577200,216.7949
2655,577800,220.8255
2657,578400,225.1257
2659,579000,231.4798
2661,579600,227.3924
2664,580200,166.6437
2666,580800,226.5818
2668,581400,232.6178
2670,582000,227.3233
2672,582600,219.0096
2674,583200,224.4053
2676,583800,218.1163
2678,584400,220.7054
2680,585000,210.9746
2682,585600,229.6005
2684,586200,223.535
2686,586800,219.8891
2688,587400,232.0835
2690,588000,219.7127
2692,588600,205.3249
2694,589200,220.6551
2696,589800,224.4348
2698,590400,219.6844
2700,591000,228.0182
2702,591600,228.6288
2704,592200,205.5655
2706,592800,227.7951
2708,593400,219.4136
2710,594000,223.8406
2712,594600,218.665
2714,595200,214.4166
2716,595800,208.5678
2718,596400,218.3501
2720,597000,209.3065
2722,597600,233.5087
2724,598200,218.9284
2726,598800,221.4816
2728,599400,218.9237
2730,600000,219.9093
2732,600600,225.8489
2734,601200,224.8556
2736,601800,217.8891
2738,602400,214.9651
2740,603000,209.1513
2742,603600,219.9176
2744,604200,215.2834
2746,604800,211.9387
2748,605400,212.0913
2750,606000,219.1097
2752,606600,215.5483
2754,607200,219.8907
2756,607800,207.4691
2758,608400,195.9421
2760,609000,216.2062
2762,609600,221.5367
2764,610200,217.2161
2766,610800,220.0885
2768,611400,206.4099
2770,612000,207.826
2772,612600,205.0395
2774,613200,194.8538
2776,613800,215.2662
2778,614400,210.3634
2780,615000,220.2164
2782,615600,225.4248
2784,616200,221.2804
2786,616800,208.325
2788,617400,224.0403
2790,618000,217.1959
2792,618600,213.8643
2794,619200,217.4442
2796,619800,225.0857
2798,620400,213.791
2800,621000,212.5203
2802,621600,219.5526
2804,622200,226.2157
2806,622800,208.3937
2808,623400,205.7735
2810,624000,215.7901
2812,624600,217.7458
2814,625200,222.3264
2816,625800,213.2282
2818,626400,223.859
2820,627000,218.2371
2822,627600,215.0732
2824,628200,219.3296
2826,628800,201.0538
2828,629400,200.1743
2830,630000,209.9269
2832,630600,217.3866
2834,631200,201.7941
2836,631800,216.5906
2838,632400,216.1525
2840,633000,217.1839
2842,633600,206.2579
2844,634200,200.3577
2846,634800,214.0684
2848,635400,209.2408
2850,636000,202.0046
2852,636600,208.8863
2854,637200,197.1291
2856,637800,221.9404
2858,638400,202.9567
2860,639000,207.8338
2862,639600,212.0223
2864,640200,200.6646
2866,640800,218.3944
2868,641400,162.2652
2870,642000,210.0075
2872,642600,199.5057
2874,643200,208.4065
2876,643800,211.4466
2878,644400,209.1122
2880,645000,210.3751
2882,645600,219.8314
2884,646200,212.8287
2886,646800,219.7923
2888,647400,198.2433
2890,648000,217.7759
2892,648600,211.5581
2894,649200,212.1807
2896,649800,204.5034
2898,650400,208.793
2900,651000,221.7548
2902,651600,214.9523
2904,652200,214.1525
2906,652800,209.715
2908,653400,219.3771
2910,654000,206.9819
2913,654600,163.954
2915,655200,216.2318
2917,655800,225.4222
2919,656400,217.1515
2921,657000,158.9409
2924,657600,145.513
2926,658200,208.5646
2928,658800,197.5302
2930,659400,211.6155
2932,660000,211.3594
2934,660600,219.0262
2937,661200,171.7431
2939,661800,228.8134
2941,662400,223.9091
2943,663000,223.6939
2945,663600,220.4186
2947,664200,202.9111
2949,664800,218.004
2951,665400,207.4454
2953,666000,213.9271
2955,666600,144.4949
2957,667200,213.9552
2959,667800,219.7031
2961,668400,216.446
2963,669000,207.5738
2965,669600,217.7044
2968,670200,144.8873
2970,670800,212.5243
2972,671400,225.2453
2974,672000,196.3423
2976,672600,219.4725
2978,673200,159.9246
2982,673800,139.6993
2984,674400,182.1091
2986,675000,220.3706
2988,675600,208.7583
2991,676200,142.5873
2994,676800,118.4409
2997,677400,111.0616
2999,678000,208.0254
3002,678600,209.0448
3004,679200,215.8313
3006,679800,159.9289
3009,680400,150.0698
3012,681000,147.9072
3014,681600,213.6765
3016,682200,146.4924
3018,682800,217.6296
3020,683400,213.163
3022,684000,198.3989
3024,684600,220.9741
3027,685200,175.0693
3029,685800,209.7028
3031,686400,226.0029
3033,687000,222.2604
3035,687600,213.5133
3037,688200,221.706
3039,688800,215.2267
3041,689400,229.2
3043,690000,219.2534
3045,690600,233.8975
3047,691200,223.4924
3049,691800,224.1051
3051,692400,221.9329
3053,693000,225.0273
3055,693600,233.6001
3057,694200,225.873
3059,694800,228.0033
3061,695400,229.1808
3063,696000,206.7257
3065,696600,181.1986
3067,697200,230.6384
3069,697800,208.803
3071,698400,226.2967
3073,699000,231.5529
3075,699600,232.2045
3077,700200,234.282
3079,700800,229.4692
3081,701400,210.0467
3083,702000,236.3309
3085,702600,231.1868
3087,703200,226.8309
3089,703800,234.8849
3091,704400,226.0843
3093,705000,233.5318
3095,705600,222.9868
3098,706200,187.6445
3100,706800,230.9251
3102,707400,227.9984
3104,708000,237.8439
3106,708600,208.3943
3108,709200,234.8076
3110,709800,233.7916
3112,710400,210.3967
3114,711000,216.6511
3116,711600,225.4004
3118,712200,225.4225
3120,712800,226.3267
3122,713400,230.6566
3124,714000,209.1451
3126,714600,205.1115
3128,715200,221.9451
3130,715800,228.0371
3132,716400,222.2649
3134,717000,217.3877
3136,717600,218.217
3138,718200,233.5381
3140,718800,226.7997
3142,719400,224.8556
3144,720000,229.4871
3146,720600,235.8712
3148,721200,223.4745
3151,721800,198.6333
3153,722400,235.59
3155,723000,215.5552
3157,723600,221.8268
3160,724200,155.7102
3162,724800,223.9013
3164,725400,230.2878
3166,726000,184.1585
3168,726600,233.1668
3170,727200,224.9478
3172,727800,215.6742
3174,728400,227.0531
3176,729000,235.6916
3178,729600,231.5978
3180,730200,230.1828
3182,730800,192.7058
3184,731400,219.7725
3186,732000,221.2812
3188,732600,232.9731
3190,733200,221.9022
3192,733800,220.221
3194,734400,220.7275
3196,735000,230.7009
3198,735600,221.8874
3200,736200,230.6591
3202,736800,214.7149
3204,737400,222.9796
3206,738000,231.09
3208,738600,220.1465
3210,739200,230.6321
3212,739800,225.6139
3214,740400,220.2512
3216,741000,216.3317
3218,741600,212.8745
3220,742200,227.8329
3223,742800,149.4392
3225,743400,216.5407
3227,744000,233.4215
3229,744600,223.3495
3231,745200,222.1307
3233,745800,219.2263
3235,746400,140.2071
3238,747000,203.4482
3240,747600,218.3659
3242,748200,210.4675
3244,748800,213.7895
3246,749400,225.3892
3248,750000,214.1022
3250,750600,227.3059
3252,751200,231.0317
3254,751800,222.2746
3256,752400,216.6205
3258,753000,226.6323
3260,753600,224.7809
3262,754200,225.2067
3264,754800,223.18
3266,755400,223.8326
3268,756000,219.923
3270,756600,211.987
3272,757200,217.1873
3274,757800,223.6368
3276,758400,217.7531
3278,759000,218.321
3280,759600,223.0396
3282,760200,223.2365
3284,760800,217.6951
3286,761400,215.0697
3288,762000,219.0791
3290,762600,226.1082
3292,763200,220.4706
3294,763800,219.6146
3296,764400,227.8538
3298,765000,222.0159
3300,765600,223.5346
3302,766200,221.8641
3304,766800,225.4605
3306,767400,230.8367
3308,768000,226.4745
3310,768600,217.8197
3312,769200,220.3279
3314,769800,222.4565
3316,770400,228.1937
3318,771000,226.6338
3320,771600,228.0387
3322,772200,227.6252
3324,772800,210.3573
3326,773400,230.0731
3328,774000,219.3423
3330,774600,214.937
3332,775200,227.0663
3334,775800,222.0869
3336,776400,218.7843
3338,777000,227.9235
3340,777600,214.5787
3342,778200,215.6252
