Training with 0, 1, 1 position
episode,timestep,reward
3444,760800,337.4285
3446,761400,331.126
3448,762000,309.6514
3450,762600,351.934
3452,763200,344.6572
3454,763800,332.9201
3456,764400,304.6499
3458,765000,333.5256
3460,765600,329.3151
3463,766200,236.0534
3465,766800,336.4937
3467,767400,341.3559
3469,768000,221.2528
3471,768600,346.5818
3474,769200,319.5312
3476,769800,333.9559
3478,770400,338.9512
3480,771000,336.9252
3482,771600,333.4336
3484,772200,337.8921
3486,772800,345.4715
3488,773400,345.9843
3490,774000,334.8699
3492,774600,330.0156
3494,775200,320.3287
3496,775800,338.1897
3498,776400,330.0365
3500,777000,349.0746
3502,777600,331.6104
3504,778200,330.9169
3506,778800,329.603
3508,779400,342.3928
3510,780000,331.0728
3512,780600,341.3247
3514,781200,340.9687
3516,781800,331.6421
3518,782400,325.7952
3520,783000,330.9692
3522,783600,326.2353
3524,784200,339.3846
3526,784800,337.9615
3528,785400,332.8132
3530,786000,338.3967
3532,786600,339.8272
3534,787200,346.9368
3536,787800,335.1318
3538,788400,349.4883
3540,789000,321.5094
3542,789600,337.682
3544,790200,346.8083
3546,790800,338.5173
3548,791400,175.8403
3550,792000,324.1122
3552,792600,348.8237
3554,793200,328.5578
3556,793800,324.399
3558,794400,330.0717
3560,795000,323.5401
3562,795600,339.0947
3564,796200,313.5481
3566,796800,338.9196
3568,797400,340.6819
3570,798000,335.8747
3572,798600,329.5765
3574,799200,328.3498
3576,799800,336.143
3578,800400,346.1478 #best
3580,801000,318.4897
3582,801600,321.6099
3585,802200,222.6022
3587,802800,338.6781
3589,803400,350.2975
3591,804000,339.0487
3593,804600,340.0578
3595,805200,325.1373
3598,805800,227.2726
3600,806400,341.7298
3603,807000,328.2119
3605,807600,337.2367
3607,808200,334.8503
3609,808800,306.3817
3611,809400,328.5614
3614,810000,218.4886
3616,810600,340.9988
3618,811200,351.3634
3620,811800,336.8426
3622,812400,177.4232
3624,813000,311.0264
3626,813600,341.9972
3628,814200,324.4781
3631,814800,222.5444
3633,815400,342.023
3635,816000,336.4245
3637,816600,317.7014
3639,817200,339.4244
3641,817800,342.4683
3643,818400,340.8888
3645,819000,347.4696
3647,819600,337.8109
3649,820200,351.2749
3651,820800,346.1288
3653,821400,327.9686
3655,822000,336.3957
3657,822600,296.5968
3659,823200,310.9023
3662,823800,234.4582
3664,824400,336.7904
3666,825000,350.6837
3668,825600,336.7343
3670,826200,333.4617
3672,826800,319.3227
3674,827400,337.7697
3676,828000,318.0375
3678,828600,339.3157
3680,829200,301.7705
3682,829800,338.3056
3686,830400,222.5148
3688,831000,160.2833
3691,831600,264.2608
3693,832200,329.6263
3695,832800,344.3251
3697,833400,338.4873
3699,834000,324.1538
3701,834600,347.4354
3703,835200,308.3466
3705,835800,335.0161
3707,836400,324.9828
3709,837000,315.5744
3711,837600,330.3053
3713,838200,332.6528
3715,838800,337.6767
3717,839400,337.8385
3719,840000,328.5625
3721,840600,342.9779
3723,841200,344.9018
3725,841800,333.9214
3728,842400,242.3565
3732,843000,175.849
3734,843600,341.4044
3736,844200,342.228
3738,844800,333.0448
3740,845400,342.0833
3742,846000,333.6281
3744,846600,315.8953
3746,847200,343.2147
3748,847800,340.3312
3751,848400,230.1348
3753,849000,334.4648
3755,849600,328.9747
3757,850200,352.0263
3759,850800,303.527
3761,851400,336.7547
3763,852000,341.7643
3765,852600,334.4788
3767,853200,325.3994
3770,853800,231.7806
3772,854400,341.15
3774,855000,322.3546
3776,855600,329.6398
3778,856200,337.6128
3780,856800,341.4553
3782,857400,334.9599
3784,858000,346.5096
3786,858600,258.6757
3788,859200,339.1285
3790,859800,334.7415
3792,860400,336.645
3794,861000,339.455
3796,861600,344.88
3798,862200,335.985
3800,862800,339.6409
3802,863400,337.0731
3804,864000,336.8652
3806,864600,327.4075
3808,865200,338.5981
3810,865800,329.1617
3812,866400,345.1358
3814,867000,340.3747
3816,867600,325.1281
3818,868200,338.3048
3820,868800,342.2999
3822,869400,333.1137
3824,870000,329.7174
3826,870600,326.7877
3828,871200,340.3578
3830,871800,331.3742
3832,872400,343.5869
3834,873000,340.5519
3837,873600,211.3444
3839,874200,323.8713
3841,874800,337.5952
3843,875400,341.7973
3845,876000,343.687
3847,876600,326.7869
3849,877200,334.2029
3851,877800,318.0225
3853,878400,332.6037
3855,879000,334.2075
3857,879600,332.6148
3859,880200,331.4552
3863,880800,162.4581
3867,881400,131.3024
3870,882000,229.3406
3872,882600,332.2927
3875,883200,228.5895
3877,883800,343.3498
3879,884400,333.1452
3881,885000,329.2234
3883,885600,336.4054
3885,886200,328.2618
3887,886800,339.2476
3889,887400,340.733
3891,888000,336.62
3893,888600,325.9987
3895,889200,226.8054
3897,889800,349.0253
3899,890400,351.3778
3901,891000,337.5655
3904,891600,235.4124
3906,892200,340.3444
3908,892800,329.2402
3910,893400,350.9836
3912,894000,339.041
3914,894600,345.8492
3916,895200,331.7647
3918,895800,332.4242
3920,896400,339.6266
3922,897000,339.2781
3924,897600,338.5961
3926,898200,321.9685
3928,898800,326.274
3930,899400,338.3324
3932,900000,337.9415
3934,900600,339.8689
3936,901200,339.0495
3938,901800,338.3297
3940,902400,327.8315
3942,903000,337.8544
3944,903600,347.331
3946,904200,335.6237
3948,904800,339.6279
3950,905400,346.6177
3953,906000,224.3855
3956,906600,228.1066
3958,907200,332.2688
3962,907800,196.9713
3964,908400,336.6355
3967,909000,219.592
3969,909600,328.3546
3971,910200,336.2336
3975,910800,174.0276
3977,911400,339.0451
3979,912000,342.0073
3981,912600,348.5564
3983,913200,338.6272
3985,913800,330.782
3987,914400,345.7422
3989,915000,261.6458
3991,915600,348.726
3993,916200,349.6368
3995,916800,338.2608
3997,917400,340.1374
3999,918000,337.2311
4001,918600,343.3657
4003,919200,340.3725
4005,919800,333.3619
4007,920400,333.0975
4009,921000,340.0766
4011,921600,316.338
4013,922200,317.3946
4015,922800,337.7414
4017,923400,266.8385
4019,924000,332.9605
4022,924600,224.4558
4024,925200,333.9886
4026,925800,330.1976
4028,926400,325.6698
4030,927000,328.2836
4032,927600,334.6744
4034,928200,336.9191
4036,928800,331.1343
4038,929400,327.9383
4041,930000,262.8287
4043,930600,335.765
4046,931200,231.6428
4048,931800,335.0894
4050,932400,335.9735
4052,933000,297.0219
4054,933600,329.5977
4056,934200,338.2543
4058,934800,341.8063
4060,935400,344.6755
4062,936000,344.6733
4065,936600,222.1304
4067,937200,312.052
4070,937800,219.0015
4072,938400,337.2792
4076,939000,162.6216
4078,939600,319.1858
4080,940200,330.5076
4083,940800,114.7303
4085,941400,327.4425
4087,942000,341.1991
4089,942600,334.1754
4091,943200,326.9228
4094,943800,276.6278
4096,944400,319.5941
4098,945000,201.5647
4101,945600,277.2149
4103,946200,334.9673
4106,946800,226.9275
4108,947400,297.3008
4110,948000,308.8441
4112,948600,336.5631
4114,949200,338.8708
4117,949800,222.2464
4119,950400,320.3033
4121,951000,341.6336
4124,951600,224.599
4126,952200,222.0373
4128,952800,318.1296
4130,953400,323.3101
4132,954000,334.5602
4135,954600,276.7997
4137,955200,277.8868
4139,955800,342.974
4141,956400,313.1272
4144,957000,251.2307
4146,957600,332.2816
4148,958200,306.6833
4150,958800,325.7718
4152,959400,318.7233
4154,960000,329.8944
4156,960600,310.4804
4158,961200,310.5644
4160,961800,319.6582
4162,962400,321.7204
4164,963000,318.9566
4166,963600,332.995
4168,964200,324.6457
4170,964800,316.6129
4172,965400,308.3958
4174,966000,315.9661
4176,966600,327.4335
4178,967200,313.8897
4180,967800,303.7904
4182,968400,335.348
4184,969000,291.6738
4186,969600,307.0528
4188,970200,319.4622
4190,970800,325.1696
4192,971400,305.256
4194,972000,320.8345
4196,972600,286.9489
4199,973200,209.4184
4201,973800,283.7542
4203,974400,324.9914
4205,975000,317.8766
4207,975600,305.7058
4209,976200,331.7584
4211,976800,245.8993
4213,977400,236.4577
4215,978000,313.5386
4217,978600,299.4096
4219,979200,308.5428
4223,979800,191.17
4225,980400,307.5252
4227,981000,316.2306
4230,981600,217.2751
4232,982200,300.6615
4234,982800,303.1608
4237,983400,149.5305
4239,984000,306.2895
4241,984600,312.8379
4243,985200,251.0778
4245,985800,311.8656
4247,986400,323.9117
4249,987000,313.3328
4251,987600,293.6847
4253,988200,320.8033
4255,988800,330.765
4257,989400,327.8595
4259,990000,320.044
4261,990600,329.5946
4264,991200,214.0801
4266,991800,311.8939
4268,992400,332.3064
4270,993000,326.1284
4272,993600,332.7547
4274,994200,314.4666
4276,994800,299.1743
4278,995400,295.8171
4280,996000,326.5644
4282,996600,315.1431
4284,997200,296.4863
4286,997800,302.8017
4288,998400,332.6378
4290,999000,333.7599
4292,999600,334.0579
4294,1000200,330.7196
4296,1000800,339.7209
4298,1001400,310.8011
4300,1002000,340.8714
4302,1002600,325.9506
4305,1003200,266.4799
4307,1003800,316.6467
4309,1004400,316.0621
4311,1005000,326.448
4313,1005600,338.8211
4315,1006200,346.1079
4317,1006800,336.7911
4319,1007400,342.2588
4321,1008000,316.0364
4323,1008600,327.8032
4325,1009200,336.4444
4327,1009800,342.3597
4329,1010400,329.9663
4331,1011000,346.3747
4333,1011600,224.2268
4335,1012200,330.2797
4337,1012800,341.2186
4340,1013400,226.9363
4342,1014000,342.8945
4344,1014600,342.4751
4346,1015200,335.2142
4348,1015800,337.7799
4350,1016400,342.1139
4352,1017000,340.4938
4354,1017600,350.0389
4356,1018200,334.027
4358,1018800,333.3273
4360,1019400,346.0046
4362,1020000,336.2979
4364,1020600,332.5909
4366,1021200,346.7033
4368,1021800,337.9721
4370,1022400,338.1579
4372,1023000,337.3465
4374,1023600,346.146
4376,1024200,331.4392
4378,1024800,338.7506
4380,1025400,340.4465
4382,1026000,334.6782
4384,1026600,328.6011
4386,1027200,334.9311
4388,1027800,332.8311
4390,1028400,335.7686
4392,1029000,336.605
4394,1029600,334.9185
4396,1030200,334.4706
4398,1030800,333.597
4400,1031400,339.9061
4402,1032000,321.3004
4404,1032600,345.3896
4406,1033200,322.4202
4408,1033800,339.3872
4410,1034400,337.6017
4412,1035000,326.3447
4414,1035600,335.4746
4416,1036200,331.1043
4418,1036800,329.9268
4420,1037400,326.1552
4422,1038000,323.5648
4424,1038600,342.2149
4426,1039200,335.9909
4428,1039800,323.2858
4430,1040400,330.6723
4432,1041000,328.754
4434,1041600,327.156
4436,1042200,332.4511
4438,1042800,331.7778
4440,1043400,329.1897
4442,1044000,324.3234
4444,1044600,342.7347
4446,1045200,308.1417
4448,1045800,334.207
4450,1046400,330.4101
4452,1047000,333.2281
4454,1047600,323.8329
4456,1048200,339.9475
4458,1048800,336.9251
4461,1049400,233.9135
4463,1050000,340.184
4465,1050600,340.9798
4467,1051200,336.606
4469,1051800,332.5501
4471,1052400,325.2467
4473,1053000,328.6558
4475,1053600,327.5361
4478,1054200,233.613
4480,1054800,331.1176
4482,1055400,278.0718
4484,1056000,298.6155
4486,1056600,330.4499
4488,1057200,326.7475
4490,1057800,337.3322
4492,1058400,336.6886
4494,1059000,341.7968
4496,1059600,333.4054
4498,1060200,335.7991
4500,1060800,333.1702
4502,1061400,331.8809
4504,1062000,330.8605
4506,1062600,340.2563
4509,1063200,231.8289
4511,1063800,326.2312
4513,1064400,332.999
4515,1065000,330.4684
4517,1065600,327.6528
4519,1066200,335.8629
4521,1066800,332.4422
4523,1067400,346.4458
4525,1068000,292.0043
4527,1068600,318.3229
4529,1069200,326.1812
4531,1069800,332.0691
4533,1070400,322.2035
4535,1071000,312.7922
4537,1071600,320.853
4539,1072200,326.5878
4541,1072800,327.8052
4543,1073400,323.2141
4546,1074000,227.1933
4549,1074600,240.9314
4551,1075200,333.3098
4554,1075800,264.0073
4556,1076400,333.5568
4558,1077000,327.088
4560,1077600,310.2099
4562,1078200,169.8994
4564,1078800,336.9591
4567,1079400,253.2156
4569,1080000,336.9512
4571,1080600,318.3761
4573,1081200,286.2078
4575,1081800,324.8418
4577,1082400,334.8138
4579,1083000,336.3921
4582,1083600,223.0319
4584,1084200,323.4911
4586,1084800,329.7105
4588,1085400,328.5432
4590,1086000,324.8297
4592,1086600,324.4829
4594,1087200,336.9425
4596,1087800,330.2392
4598,1088400,326.2823
4600,1089000,314.8443
4602,1089600,331.4316
4604,1090200,317.8827
4606,1090800,329.6838
4609,1091400,246.0849
4611,1092000,320.1131
4613,1092600,240.401
4615,1093200,329.7543
4617,1093800,349.4531
4619,1094400,329.1369
4621,1095000,338.6235
4624,1095600,231.649
4626,1096200,319.2796
4628,1096800,280.6051
4631,1097400,211.0874
4633,1098000,326.1693
4635,1098600,326.7224
4637,1099200,332.9817
4639,1099800,337.2678
4642,1100400,257.7992
4644,1101000,231.9003
4646,1101600,318.5512
4648,1102200,318.1427
4651,1102800,227.106
4653,1103400,320.9381
4655,1104000,329.9918
4657,1104600,325.131
4659,1105200,337.3169
4661,1105800,326.678
4663,1106400,327.3012
4665,1107000,340.8343
4667,1107600,344.4923
4669,1108200,334.5392
4671,1108800,335.1309
4673,1109400,337.0075
4675,1110000,326.3007
4677,1110600,328.5188
4679,1111200,322.7072
4681,1111800,335.5545
4683,1112400,332.9788
4685,1113000,344.8528
4688,1113600,308.2759
4690,1114200,341.6701
4692,1114800,337.2361
4694,1115400,341.3726
4696,1116000,334.6549
4698,1116600,331.9507
4700,1117200,341.1555
4702,1117800,245.9212
4704,1118400,329.4812
4706,1119000,336.8157
4708,1119600,327.5534
4710,1120200,330.8099
4712,1120800,311.6864
4715,1121400,225.248
4717,1122000,315.1437
4719,1122600,335.2549
4722,1123200,229.0778
4724,1123800,314.7454
4726,1124400,328.6191
4728,1125000,331.4128
4730,1125600,335.722
4732,1126200,321.1002
4734,1126800,327.4337
4736,1127400,331.9416
4738,1128000,283.7076
4740,1128600,322.5685
4742,1129200,314.6458
4744,1129800,319.9724
4746,1130400,322.8967
4748,1131000,319.499
4750,1131600,321.4803
4753,1132200,216.5776
4755,1132800,331.876
4757,1133400,329.1427
4759,1134000,336.724
4762,1134600,211.5345
4764,1135200,329.0793
4766,1135800,311.23
4768,1136400,330.5495
4770,1137000,325.4578
4772,1137600,323.0174
4775,1138200,228.2629
4777,1138800,294.944
4779,1139400,338.1266
4781,1140000,332.5519
4783,1140600,322.4832
4785,1141200,322.9594
4787,1141800,280.3047
4789,1142400,338.4341
4791,1143000,326.0269
4793,1143600,327.3331
4795,1144200,332.4819
4797,1144800,329.6929
4799,1145400,332.2962
4801,1146000,323.212
4803,1146600,332.0858
4805,1147200,331.6566
4807,1147800,325.1406
4809,1148400,334.6585
4811,1149000,273.2345
4813,1149600,338.2677
4815,1150200,331.3929
4817,1150800,334.9257
4819,1151400,338.905
4821,1152000,336.7404
4823,1152600,339.2875
4825,1153200,340.1276
4828,1153800,302.2752
4830,1154400,339.5189
4832,1155000,332.0541
4834,1155600,332.8713
4836,1156200,342.781
4838,1156800,337.1825
4840,1157400,329.6017
4842,1158000,238.7165
4844,1158600,331.0943
4846,1159200,329.7134
4848,1159800,255.992
4850,1160400,339.684
4852,1161000,314.4998
4854,1161600,335.8519
4856,1162200,330.1612
4858,1162800,327.2824
4860,1163400,344.1458
4862,1164000,317.5908
4864,1164600,341.9171
4866,1165200,314.4271
4868,1165800,326.0328
4870,1166400,337.976
4872,1167000,328.5354
4874,1167600,337.7713
4876,1168200,335.7623
4878,1168800,334.0789
4880,1169400,335.3221
4882,1170000,326.292
4884,1170600,344.0918
4886,1171200,317.8421
4888,1171800,340.1708
4890,1172400,339.3357
4892,1173000,332.9321
4894,1173600,345.4441
4896,1174200,343.0213
4898,1174800,336.1811
4900,1175400,333.7051
4902,1176000,330.0894
4904,1176600,345.6249
4906,1177200,339.6109
4908,1177800,343.0105
4910,1178400,325.9879
4912,1179000,315.7045
4914,1179600,333.9888
4916,1180200,335.8317
4918,1180800,341.8925
4920,1181400,320.183
4922,1182000,323.9308
4924,1182600,323.6254
4926,1183200,322.4597
4928,1183800,332.6268
4930,1184400,336.4159
4932,1185000,328.541
4934,1185600,327.4207
4936,1186200,327.837
4938,1186800,319.7172
4940,1187400,334.5003
4942,1188000,342.1499
4944,1188600,326.3746
4946,1189200,318.5321
4948,1189800,324.0839
4950,1190400,321.6397
4952,1191000,320.7926
4954,1191600,326.9729
4957,1192200,255.6012
4959,1192800,329.7433
4961,1193400,341.7496
4963,1194000,332.4492
4965,1194600,323.2694
4967,1195200,337.6111
4969,1195800,337.3218
4971,1196400,332.9762
4973,1197000,320.8466
4975,1197600,272.1197
4977,1198200,333.57
4979,1198800,335.2117
4982,1199400,262.7745
4984,1200000,317.6276
4986,1200600,330.4008
4988,1201200,330.2486
4990,1201800,328.5749
4992,1202400,326.9321
4994,1203000,319.6266
4996,1203600,327.8971
4998,1204200,328.1793
5000,1204800,334.4639
5002,1205400,329.349
5004,1206000,276.1822
5006,1206600,330.2354
5009,1207200,218.0404
5011,1207800,333.2809
5014,1208400,271.1757
5016,1209000,329.1537
5018,1209600,319.3197
5020,1210200,324.8212
5022,1210800,328.9315
5024,1211400,256.8205
5026,1212000,328.7272
5028,1212600,329.401
5030,1213200,333.0204
5032,1213800,334.1928
5034,1214400,314.5856
5037,1215000,219.3244
5039,1215600,338.6612
5041,1216200,328.6613
5043,1216800,335.7212
5045,1217400,333.2351
5047,1218000,313.9346
5049,1218600,331.1827
5051,1219200,319.1734
5053,1219800,321.7015
5055,1220400,320.3301
5057,1221000,325.5562
5059,1221600,221.2129
5061,1222200,328.4918
5064,1222800,237.3695
5067,1223400,245.6348
5069,1224000,304.2653
5071,1224600,307.3522
5073,1225200,328.2207
5075,1225800,321.2604
5077,1226400,311.8938
5079,1227000,325.1717
5081,1227600,324.8711
5083,1228200,321.1657
5085,1228800,313.7507
5087,1229400,322.5817
5089,1230000,316.8473
5091,1230600,312.1081
5093,1231200,318.1148
5096,1231800,222.1009
5098,1232400,294.5479
5100,1233000,255.4948
5103,1233600,241.2366
5105,1234200,330.8601
5107,1234800,325.2254
5109,1235400,333.7689
5111,1236000,329.4667
5113,1236600,334.4876
5115,1237200,334.6822
5117,1237800,315.893
5119,1238400,301.3104
5121,1239000,325.4457
5123,1239600,314.2052
5125,1240200,311.2264
5127,1240800,324.8291
5129,1241400,327.5069
5131,1242000,302.8789
5133,1242600,312.7604
